station1,station2,time,dist,line,flag,id1,id2,direction1,direction2,id0,station1_count,2d
Ravenscourt Park,Ravenscourt Park (dw),180,250,d,s,188,188.2,,w,188,6,TRUE
Ravenscourt Park (de),Ravenscourt Park,180,250,d,s,188.1,188,e,,188,6,TRUE
Ravenscourt Park (dw),Ravenscourt Park,180,250,d,s,188.2,188,w,,188,6,TRUE
Rayners Lane,Rayners Lane (mpn),180,250,m,s,189,189.1,,n,189,8,FALSE
Rayners Lane,Rayners Lane (mps),180,250,m,s,189,189.2,,s,189,8,FALSE
Rayners Lane (mpn),Rayners Lane,180,250,m,s,189.1,189,n,,189,8,FALSE
Rayners Lane (mps),Rayners Lane,180,250,m,s,189.2,189,s,,189,8,FALSE
Redbridge,Redbridge (ce),180,250,c,s,190,190.1,,e,190,6,TRUE
Redbridge,Redbridge (cw),180,250,c,s,190,190.2,,w,190,6,TRUE
Redbridge (ce),Redbridge,180,250,c,s,190.1,190,e,,190,6,TRUE
Redbridge (cw),Redbridge,180,250,c,s,190.2,190,w,,190,6,TRUE
Regents Park,Regents Park (bn),180,250,b,s,191,191.1,,n,191,6,TRUE
Regents Park,Regents Park (bs),180,250,b,s,191,191.2,,s,191,6,TRUE
Regents Park (bn),Regents Park,180,250,b,s,191.1,191,n,,191,6,TRUE
Regents Park (bs),Regents Park,180,250,b,s,191.2,191,s,,191,6,TRUE
Richmond,Richmond (de),180,250,b,s,192,192.1,,e,192,3,FALSE
Richmond (dw),Richmond,180,250,b,s,192.2,192,w,,192,3,FALSE
Rickmansworth,Rickmansworth (mn),180,250,m,s,193,193.1,,n,193,6,TRUE
Rickmansworth,Rickmansworth (ms),180,250,m,s,193,193.2,,s,193,6,TRUE
Rickmansworth (mn),Rickmansworth,180,250,m,s,193.1,193,n,,193,6,TRUE
Rickmansworth (ms),Rickmansworth,180,250,m,s,193.2,193,s,,193,6,TRUE
Roding Valley,Roding Valley (ce),180,250,c,s,194,194.1,,e,194,6,TRUE
Roding Valley,Roding Valley (cw),180,250,c,s,194,194.2,,w,194,6,TRUE
Roding Valley (ce),Roding Valley,180,250,c,s,194.1,194,e,,194,6,TRUE
Roding Valley (cw),Roding Valley,180,250,c,s,194.2,194,w,,194,6,TRUE
Royal Oak,Royal Oak (rhe),180,250,"r,h",s,195,195.1,,e,195,6,TRUE
Royal Oak,Royal Oak (rhw),180,250,"r,h",s,195,195.2,,w,195,6,TRUE
Royal Oak (rhe),Royal Oak,180,250,"r,h",s,195.1,195,e,,195,6,TRUE
Royal Oak (rhw),Royal Oak,180,250,"r,h",s,195.2,195,w,,195,6,TRUE
Ruislip,Ruislip (mpn),180,250,m,s,196,196.1,,n,196,6,TRUE
Ruislip,Ruislip (mps),180,250,m,s,196,196.2,,s,196,6,TRUE
Ruislip (mpn),Ruislip,180,250,m,s,196.1,196,n,,196,6,TRUE
Ruislip (mps),Ruislip,180,250,m,s,196.2,196,s,,196,6,TRUE
Ruislip Gardens,Ruislip Gardens (ce),180,250,c,s,197,197.1,,e,197,6,TRUE
Ruislip Gardens,Ruislip Gardens (cw),180,250,c,s,197,197.2,,w,197,6,TRUE
Ruislip Gardens (ce),Ruislip Gardens,180,250,c,s,197.1,197,e,,197,6,TRUE
Ruislip Gardens (cw),Ruislip Gardens,180,250,c,s,197.2,197,w,,197,6,TRUE
Ruislip Manor,Ruislip Manor (mps),180,250,m,s,198,198.2,,s,198,6,TRUE
Ruislip Manor,Ruislip Manor (mpn),180,250,m,s,198,198.1,,n,198,6,TRUE
Ruislip Manor (mps),Ruislip Manor,180,250,m,s,198.2,198,s,,198,6,TRUE
Ruislip Manor (mpn),Ruislip Manor,180,250,m,s,198.1,198,n,,198,6,TRUE
Russell Square,Russell Square (pe),180,250,p,s,199,199.1,,e,199,6,TRUE
Russell Square,Russell Square (pw),180,250,p,s,199,199.2,,w,199,6,TRUE
Russell Square (pe),Russell Square,180,250,p,s,199.1,199,e,,199,6,TRUE
Russell Square (pw),Russell Square,180,250,p,s,199.2,199,w,,199,6,TRUE
Seven Sisters,Seven Sisters (vn),180,250,v,s,200,200.1,,n,200,6,TRUE
Seven Sisters,Seven Sisters (vs),180,250,v,s,200,200.2,,s,200,6,TRUE
Seven Sisters (vn),Seven Sisters,180,250,v,s,200.1,200,n,,200,6,TRUE
Seven Sisters (vs),Seven Sisters,180,250,v,s,200.2,200,s,,200,6,TRUE
Shepherds Bush,Shepherds Bush (ce),180,250,c,s,201,201.1,,e,201,7,FALSE
Shepherds Bush,Shepherds Bush (cw),180,250,c,s,201,201.2,,w,201,7,FALSE
Shepherds Bush (ce),Shepherds Bush,180,250,c,s,201.1,201,e,,201,7,FALSE
Shepherds Bush (cw),Shepherds Bush,180,250,c,s,201.2,201,w,,201,7,FALSE
Shepherds Bush Market,Shepherds Bush Market (rhe),180,250,"r,h",s,202,202.1,,e,202,6,TRUE
Shepherds Bush Market,Shepherds Bush Market (rhw),180,250,"r,h",s,202,202.2,,w,202,6,TRUE
Shepherds Bush Market (rhe),Shepherds Bush Market,180,250,"r,h",s,202.1,202,e,,202,6,TRUE
Shepherds Bush Market (rhw),Shepherds Bush Market,180,250,"r,h",s,202.2,202,w,,202,6,TRUE
Sloane Square,Sloane Square (rde),180,250,"r,d",s,203,203.1,,e,203,6,TRUE
Sloane Square,Sloane Square (rdw),180,250,"r,d",s,203,203.2,,w,203,6,TRUE
Sloane Square (rde),Sloane Square,180,250,"r,d",s,203.1,203,e,,203,6,TRUE
Sloane Square (rdw),Sloane Square,180,250,"r,d",s,203.2,203,w,,203,6,TRUE
Snaresbrook,Snaresbrook (ce),180,250,c,s,204,204.1,,e,204,7,FALSE
Snaresbrook,Snaresbrook (cw),180,250,c,s,204,204.2,,w,204,7,FALSE
Snaresbrook (ce),Snaresbrook,180,250,c,s,204.1,204,e,,204,7,FALSE
Snaresbrook (cw),Snaresbrook,180,250,c,s,204.2,204,w,,204,7,FALSE
South Ealing,South Ealing (pe),180,250,p,s,205,205.1,,e,205,6,TRUE
South Ealing,South Ealing (pw),180,250,p,s,205,205.2,,w,205,6,TRUE
South Ealing (pe),South Ealing,180,250,p,s,205.1,205,e,,205,6,TRUE
South Ealing (pw),South Ealing,180,250,p,s,205.2,205,w,,205,6,TRUE
South Harrow,South Harrow (pe),180,250,p,s,206,206.1,,e,206,6,TRUE
South Harrow,South Harrow (pw),180,250,p,s,206,206.2,,w,206,6,TRUE
South Harrow (pe),South Harrow,180,250,p,s,206.1,206,e,,206,6,TRUE
South Harrow (pw),South Harrow,180,250,p,s,206.2,206,w,,206,6,TRUE
South Kensington,South Kensington (pe),180,250,p,s,207,207.1,,e,207,12,FALSE
South Kensington,South Kensington (pw),180,250,p,s,207,207.2,,w,207,12,FALSE
South Kensington,South Kensington (rde),180,250,"r,d",s,207,207.3,,e,207,12,FALSE
South Kensington,South Kensington (rdw),180,250,"r,d",s,207,207.4,,w,207,12,FALSE
South Kensington (pe),South Kensington,180,250,p,s,207.1,207,e,,207,12,FALSE
South Kensington (pw),South Kensington,180,250,p,s,207.2,207,w,,207,12,FALSE
South Kensington (rde),South Kensington,180,250,"r,d",s,207.3,207,e,,207,12,FALSE
South Kensington (rdw),South Kensington,180,250,"r,d",s,207.4,207,w,,207,12,FALSE
South Kenton,South Kenton (bn),180,250,b,s,208,208.1,,n,208,6,TRUE
South Kenton,South Kenton (bs),180,250,b,s,208,208.2,,s,208,6,TRUE
South Kenton (bn),South Kenton,180,250,b,s,208.1,208,n,,208,6,TRUE
South Kenton (bs),South Kenton,180,250,b,s,208.2,208,s,,208,6,TRUE
South Ruislip,South Ruislip (ce),180,250,c,s,209,209.1,,e,209,6,TRUE
South Ruislip,South Ruislip (cw),180,250,c,s,209,209.2,,w,209,6,TRUE
South Ruislip (ce),South Ruislip,180,250,c,s,209.1,209,e,,209,6,TRUE
South Ruislip (cw),South Ruislip,180,250,c,s,209.2,209,w,,209,6,TRUE
South Wimbledon,South Wimbledon (nn),180,250,n,s,210,210.1,,n,210,6,TRUE
South Wimbledon,South Wimbledon (ns),180,250,n,s,210,210.2,,s,210,6,TRUE
South Wimbledon (nn),South Wimbledon,180,250,n,s,210.1,210,n,,210,6,TRUE
South Wimbledon (ns),South Wimbledon,180,250,n,s,210.2,210,s,,210,6,TRUE
South Woodford,South Woodford (ce),180,250,c,s,211,211.1,,e,211,6,TRUE
South Woodford,South Woodford (cw),180,250,c,s,211,211.2,,w,211,6,TRUE
South Woodford (ce),South Woodford,180,250,c,s,211.1,211,e,,211,6,TRUE
South Woodford (cw),South Woodford,180,250,c,s,211.2,211,w,,211,6,TRUE
Southfields,Southfields (de),180,250,d,s,212,212.1,,e,212,6,TRUE
Southfields,Southfields (dw),180,250,d,s,212,212.2,,w,212,6,TRUE
Southfields (de),Southfields,180,250,d,s,212.1,212,e,,212,6,TRUE
Southfields (dw),Southfields,180,250,d,s,212.2,212,w,,212,6,TRUE
Southgate,Southgate (pe),180,250,p,s,213,213.1,,e,213,6,TRUE
Southgate,Southgate (pw),180,250,p,s,213,213.2,,w,213,6,TRUE
Southgate (pe),Southgate,180,250,p,s,213.1,213,e,,213,6,TRUE
Southgate (pw),Southgate,180,250,p,s,213.2,213,w,,213,6,TRUE
Southwark,Southwark (je),180,250,j,s,214,214.1,,e,214,6,TRUE
Southwark,Southwark (jw),180,250,j,s,214,214.2,,w,214,6,TRUE
Southwark (je),Southwark,180,250,j,s,214.1,214,e,,214,6,TRUE
Southwark (jw),Southwark,180,250,j,s,214.2,214,w,,214,6,TRUE
St Jamess Park,St Jamess Park (rde),180,250,"r,d",s,215,215.1,,e,215,6,TRUE
St Jamess Park,St Jamess Park (rdw),180,250,"r,d",s,215,215.2,,w,215,6,TRUE
St Jamess Park (rde),St Jamess Park,180,250,"r,d",s,215.1,215,e,,215,6,TRUE
St Jamess Park (rdw),St Jamess Park,180,250,"r,d",s,215.2,215,w,,215,6,TRUE
St Johns Wood,St Johns Wood (je),180,250,j,s,216,216.1,,e,216,6,TRUE
St Johns Wood,St Johns Wood (jw),180,250,j,s,216,216.2,,w,216,6,TRUE
St Johns Wood (je),St Johns Wood,180,250,j,s,216.1,216,e,,216,6,TRUE
St Johns Wood (jw),St Johns Wood,180,250,j,s,216.2,216,w,,216,6,TRUE
St Pauls,St Pauls (ce),180,250,c,s,217,217.1,,e,217,6,TRUE
St Pauls,St Pauls (cw),180,250,c,s,217,217.2,,w,217,6,TRUE
St Pauls (ce),St Pauls,180,250,c,s,217.1,217,e,,217,6,TRUE
St Pauls (cw),St Pauls,180,250,c,s,217.2,217,w,,217,6,TRUE
Stamford Brook,Stamford Brook (de),180,250,d,s,218,218.1,,e,218,6,TRUE
Stamford Brook,Stamford Brook (dw),180,250,d,s,218,218.2,,w,218,6,TRUE
Stamford Brook (de),Stamford Brook,180,250,d,s,218.1,218,e,,218,6,TRUE
Stamford Brook (dw),Stamford Brook,180,250,d,s,218.2,218,w,,218,6,TRUE
Stanmore,Stanmore (je),180,250,j,s,219,219.1,,e,219,3,FALSE
Stanmore (jw),Stanmore,180,250,j,s,219.2,219,w,,219,3,FALSE
Stepney Green,Stepney Green (dhe),180,250,"d,h",s,220,220.1,,e,220,6,TRUE
Stepney Green,Stepney Green (dhw),180,250,"d,h",s,220,220.2,,w,220,6,TRUE
Stepney Green (dhe),Stepney Green,180,250,"d,h",s,220.1,220,e,,220,6,TRUE
Stepney Green (dhw),Stepney Green,180,250,"d,h",s,220.2,220,w,,220,6,TRUE
Stockwell,Stockwell (nn),180,250,n,s,221,221.1,,n,221,12,FALSE
Stockwell,Stockwell (ns),180,250,n,s,221,221.2,,s,221,12,FALSE
Stockwell,Stockwell (vn),180,250,v,s,221,221.3,,n,221,12,FALSE
Stockwell,Stockwell (vs),180,250,v,s,221,221.4,,s,221,12,FALSE
Stockwell (nn),Stockwell,180,250,n,s,221.1,221,n,,221,12,FALSE
Stockwell (ns),Stockwell,180,250,n,s,221.2,221,s,,221,12,FALSE
Stockwell (vn),Stockwell,180,250,v,s,221.3,221,n,,221,12,FALSE
Stockwell (vs),Stockwell,180,250,v,s,221.4,221,s,,221,12,FALSE
Stonebridge Park,Stonebridge Park (bn),180,250,b,s,222,222.1,,n,222,6,TRUE
Stonebridge Park,Stonebridge Park (bs),180,250,b,s,222,222.2,,s,222,6,TRUE
Stonebridge Park (bn),Stonebridge Park,180,250,b,s,222.1,222,n,,222,6,TRUE
Stonebridge Park (bs),Stonebridge Park,180,250,b,s,222.2,222,s,,222,6,TRUE
Stratford,Stratford (ce),180,250,c,s,223,223.1,,e,223,9,FALSE
Stratford,Stratford (cw),180,250,c,s,223,223.2,,w,223,9,FALSE
Stratford,Stratford (jw),180,250,j,s,223,223.4,,w,223,9,FALSE
Stratford (ce),Stratford,180,250,c,s,223.1,223,e,,223,9,FALSE
Stratford (cw),Stratford,180,250,c,s,223.2,223,w,,223,9,FALSE
Stratford (je),Stratford,180,250,j,s,223.3,223,e,,223,9,FALSE
Sudbury Hill,Sudbury Hill (pe),180,250,p,s,224,224.1,,e,224,6,TRUE
Sudbury Hill,Sudbury Hill (pw),180,250,p,s,224,224.2,,w,224,6,TRUE
Sudbury Hill (pe),Sudbury Hill,180,250,p,s,224.1,224,e,,224,6,TRUE
Sudbury Hill (pw),Sudbury Hill,180,250,p,s,224.2,224,w,,224,6,TRUE
Sudbury Town,Sudbury Town (pe),180,250,p,s,225,225.1,,e,225,6,TRUE
Sudbury Town,Sudbury Town (pw),180,250,p,s,225,225.2,,w,225,6,TRUE
Sudbury Town (pe),Sudbury Town,180,250,p,s,225.1,225,e,,225,6,TRUE
Sudbury Town (pw),Sudbury Town,180,250,p,s,225.2,225,w,,225,6,TRUE
Swiss Cottage,Swiss Cottage (je),180,250,j,s,226,226.1,,e,226,6,TRUE
Swiss Cottage,Swiss Cottage (jw),180,250,j,s,226,226.2,,w,226,6,TRUE
Swiss Cottage (je),Swiss Cottage,180,250,j,s,226.1,226,e,,226,6,TRUE
Swiss Cottage (jw),Swiss Cottage,180,250,j,s,226.2,226,w,,226,6,TRUE
Temple,Temple (rde),180,250,"r,d",s,227,227.1,,e,227,6,TRUE
Temple,Temple (rdw),180,250,"r,d",s,227,227.2,,w,227,6,TRUE
Temple (rde),Temple,180,250,"r,d",s,227.1,227,e,,227,6,TRUE
Temple (rdw),Temple,180,250,"r,d",s,227.2,227,w,,227,6,TRUE
Theydon Bois,Theydon Bois (ce),180,250,c,s,228,228.1,,e,228,6,TRUE
Theydon Bois,Theydon Bois (cw),180,250,c,s,228,228.2,,w,228,6,TRUE
Theydon Bois (ce),Theydon Bois,180,250,c,s,228.1,228,e,,228,6,TRUE
Theydon Bois (cw),Theydon Bois,180,250,c,s,228.2,228,w,,228,6,TRUE
Tooting Bec,Tooting Bec (nn),180,250,n,s,229,229.1,,n,229,6,TRUE
Tooting Bec,Tooting Bec (ns),180,250,n,s,229,229.2,,s,229,6,TRUE
Tooting Bec (nn),Tooting Bec,180,250,n,s,229.1,229,n,,229,6,TRUE
Tooting Bec (ns),Tooting Bec,180,250,n,s,229.2,229,s,,229,6,TRUE
Tooting Broadway,Tooting Broadway (nn),180,250,n,s,230,230.1,,n,230,6,TRUE
Tooting Broadway,Tooting Broadway (ns),180,250,n,s,230,230.2,,s,230,6,TRUE
Tooting Broadway (nn),Tooting Broadway,180,250,n,s,230.1,230,n,,230,6,TRUE
Tooting Broadway (ns),Tooting Broadway,180,250,n,s,230.2,230,s,,230,6,TRUE
Tottenham Court Road,Tottenham Court Road (ce),180,250,c,s,231,231.1,,e,231,12,FALSE
Tottenham Court Road,Tottenham Court Road (cw),180,250,c,s,231,231.2,,w,231,12,FALSE
Tottenham Court Road,Tottenham Court Road (nn),180,250,n,s,231,231.3,,n,231,12,FALSE
Tottenham Court Road,Tottenham Court Road (ns),180,250,n,s,231,231.4,,s,231,12,FALSE
Tottenham Court Road (ce),Tottenham Court Road,180,250,c,s,231.1,231,e,,231,12,FALSE
Tottenham Court Road (cw),Tottenham Court Road,180,250,c,s,231.2,231,w,,231,12,FALSE
Tottenham Court Road (nn),Tottenham Court Road,180,250,n,s,231.3,231,n,,231,12,FALSE
Tottenham Court Road (ns),Tottenham Court Road,180,250,n,s,231.4,231,s,,231,12,FALSE
Tottenham Hale,Tottenham Hale (vn),180,250,v,s,232,232.1,,n,232,6,TRUE
Tottenham Hale,Tottenham Hale (vs),180,250,v,s,232,232.2,,s,232,6,TRUE
Tottenham Hale (vn),Tottenham Hale,180,250,v,s,232.1,232,n,,232,6,TRUE
Tottenham Hale (vs),Tottenham Hale,180,250,v,s,232.2,232,s,,232,6,TRUE
Totteridge & Whetstone,Totteridge & Whetstone (nn),180,250,n,s,233,233.1,,n,233,6,TRUE
Totteridge & Whetstone,Totteridge & Whetstone (ns),180,250,n,s,233,233.2,,s,233,6,TRUE
Totteridge & Whetstone (nn),Totteridge & Whetstone,180,250,n,s,233.1,233,n,,233,6,TRUE
Totteridge & Whetstone (ns),Totteridge & Whetstone,180,250,n,s,233.2,233,s,,233,6,TRUE
Tower Hill,Tower Hill (rde),180,250,"r,d",s,234,234.1,,e,234,7,FALSE
Tower Hill,Tower Hill (rdw),180,250,"r,d",s,234,234.2,,w,234,7,FALSE
Tower Hill (rde),Tower Hill,180,250,"r,d",s,234.1,234,e,,234,7,FALSE
Tower Hill (rdw),Tower Hill,180,250,"r,d",s,234.2,234,w,,234,7,FALSE
Tufnell Park,Tufnell Park (nn),180,250,n,s,235,235.1,,n,235,6,TRUE
Tufnell Park,Tufnell Park (ns),180,250,n,s,235,235.2,,s,235,6,TRUE
Tufnell Park (nn),Tufnell Park,180,250,n,s,235.1,235,n,,235,6,TRUE
Tufnell Park (ns),Tufnell Park,180,250,n,s,235.2,235,s,,235,6,TRUE
Turnham Green,Turnham Green (de),180,250,d,s,236,236.1,,e,236,7,FALSE
Turnham Green,Turnham Green (dw),180,250,d,s,236,236.2,,w,236,7,FALSE
Turnham Green (de),Turnham Green,180,250,d,s,236.1,236,e,,236,7,FALSE
Turnham Green (dw),Turnham Green,180,250,d,s,236.2,236,w,,236,7,FALSE
Turnpike Lane,Turnpike Lane (pe),180,250,p,s,237,237.1,,e,237,6,TRUE
Turnpike Lane,Turnpike Lane (pw),180,250,p,s,237,237.2,,w,237,6,TRUE
Turnpike Lane (pe),Turnpike Lane,180,250,p,s,237.1,237,e,,237,6,TRUE
Turnpike Lane (pw),Turnpike Lane,180,250,p,s,237.2,237,w,,237,6,TRUE
Upminster,Upminster (dw),180,250,d,s,238,238.2,,w,238,3,FALSE
Upminster (de),Upminster,180,250,d,s,238.1,238,e,,238,3,FALSE
Upminster Bridge,Upminster Bridge (de),180,250,d,s,239,239.1,,e,239,6,TRUE
Upminster Bridge,Upminster Bridge (dw),180,250,d,s,239,239.2,,w,239,6,TRUE
Upminster Bridge (de),Upminster Bridge,180,250,d,s,239.1,239,e,,239,6,TRUE
Upminster Bridge (dw),Upminster Bridge,180,250,d,s,239.2,239,w,,239,6,TRUE
Upney,Upney (de),180,250,d,s,240,240.1,,e,240,6,TRUE
Upney,Upney (dw),180,250,d,s,240,240.2,,w,240,6,TRUE
Upney (de),Upney,180,250,d,s,240.1,240,e,,240,6,TRUE
Upney (dw),Upney,180,250,d,s,240.2,240,w,,240,6,TRUE
Upton Park,Upton Park (dhe),180,250,"d,h",s,241,241.1,,e,241,6,TRUE
Upton Park,Upton Park (dhw),180,250,"d,h",s,241,241.2,,w,241,6,TRUE
Upton Park (dhe),Upton Park,180,250,"d,h",s,241.1,241,e,,241,6,TRUE
Upton Park (dhw),Upton Park,180,250,"d,h",s,241.2,241,w,,241,6,TRUE
Uxbridge,Uxbridge (mps),180,250,m,s,242,242.2,,s,242,3,FALSE
Uxbridge (mpn),Uxbridge,180,250,m,s,242.1,242,n,,242,3,FALSE
Vauxhall,Vauxhall (vn),180,250,v,s,243,243.1,,n,243,6,TRUE
Vauxhall,Vauxhall (vs),180,250,v,s,243,243.2,,s,243,6,TRUE
Vauxhall (vn),Vauxhall,180,250,v,s,243.1,243,n,,243,6,TRUE
Vauxhall (vs),Vauxhall,180,250,v,s,243.2,243,s,,243,6,TRUE
Victoria,Victoria (rde),180,250,"r,d",s,244,244.1,,e,244,12,FALSE
Victoria,Victoria (rdw),180,250,"r,d",s,244,244.2,,w,244,12,FALSE
Victoria,Victoria (vn),180,250,v,s,244,244.3,,n,244,12,FALSE
Victoria,Victoria (vs),180,250,v,s,244,244.4,,s,244,12,FALSE
Victoria (rde),Victoria,180,250,"r,d",s,244.1,244,e,,244,12,FALSE
Victoria (rdw),Victoria,180,250,"r,d",s,244.2,244,w,,244,12,FALSE
Victoria (vn),Victoria,180,250,v,s,244.3,244,n,,244,12,FALSE
Victoria (vs),Victoria,180,250,v,s,244.4,244,s,,244,12,FALSE
Walthamstow Central,Walthamstow Central (vs),180,250,v,s,245,245.2,,s,245,4,FALSE
Walthamstow Central (vn),Walthamstow Central,180,250,v,s,245.1,245,n,,245,4,FALSE
Wanstead,Wanstead (ce),180,250,c,s,246,246.1,,e,246,6,TRUE
Wanstead,Wanstead (cw),180,250,c,s,246,246.2,,w,246,6,TRUE
Wanstead (ce),Wanstead,180,250,c,s,246.1,246,e,,246,6,TRUE
Wanstead (cw),Wanstead,180,250,c,s,246.2,246,w,,246,6,TRUE
Warren Street,Warren Street (nn),180,250,n,s,247,247.1,,n,247,12,FALSE
Warren Street,Warren Street (ns),180,250,n,s,247,247.2,,s,247,12,FALSE
Warren Street,Warren Street (vn),180,250,v,s,247,247.3,,n,247,12,FALSE
Warren Street,Warren Street (vs),180,250,v,s,247,247.4,,s,247,12,FALSE
Warren Street (nn),Warren Street,180,250,n,s,247.1,247,n,,247,12,FALSE
Warren Street (ns),Warren Street,180,250,n,s,247.2,247,s,,247,12,FALSE
Warren Street (vn),Warren Street,180,250,v,s,247.3,247,n,,247,12,FALSE
Warren Street (vs),Warren Street,180,250,v,s,247.4,247,s,,247,12,FALSE
Warwick Avenue,Warwick Avenue (bn),180,250,b,s,248,248.1,,n,248,6,TRUE
Warwick Avenue,Warwick Avenue (bs),180,250,b,s,248,248.2,,s,248,6,TRUE
Warwick Avenue (bn),Warwick Avenue,180,250,b,s,248.1,248,n,,248,6,TRUE
Warwick Avenue (bs),Warwick Avenue,180,250,b,s,248.2,248,s,,248,6,TRUE
Waterloo,Waterloo (bn),180,250,b,s,249,249.1,,n,249,21,FALSE
Waterloo,Waterloo (bs),180,250,b,s,249,249.2,,s,249,21,FALSE
Waterloo,Waterloo (je),180,250,j,s,249,249.3,,e,249,21,FALSE
Waterloo,Waterloo (jw),180,250,j,s,249,249.4,,w,249,21,FALSE
Waterloo,Waterloo (nn),180,250,n,s,249,249.5,,n,249,21,FALSE
Waterloo,Waterloo (ns),180,250,n,s,249,249.6,,s,249,21,FALSE
Waterloo,Waterloo (wn),180,250,v,s,249,249.7,,n,249,21,FALSE
Waterloo (bn),Waterloo,180,250,b,s,249.1,249,n,,249,21,FALSE
Waterloo (bs),Waterloo,180,250,b,s,249.2,249,s,,249,21,FALSE
Waterloo (je),Waterloo,180,250,j,s,249.3,249,e,,249,21,FALSE
Waterloo (jw),Waterloo,180,250,j,s,249.4,249,w,,249,21,FALSE
Waterloo (nn),Waterloo,180,250,n,s,249.5,249,n,,249,21,FALSE
Waterloo (ns),Waterloo,180,250,n,s,249.6,249,s,,249,21,FALSE
Waterloo (ws),Waterloo,180,250,v,s,249.8,249,s,,249,21,FALSE
Watford,Watford (ms),180,250,m,s,250,250.2,,s,250,4,FALSE
Watford (mn),Watford,180,250,m,s,250.1,250,n,,250,4,FALSE
Wembley Central,Wembley Central (bn),180,250,b,s,251,251.1,,n,251,6,TRUE
Wembley Central,Wembley Central (bs),180,250,b,s,251,251.2,,s,251,6,TRUE
Wembley Central (bn),Wembley Central,180,250,b,s,251.1,251,n,,251,6,TRUE
Wembley Central (bs),Wembley Central,180,250,b,s,251.2,251,s,,251,6,TRUE
Wembley Park,Wembley Park (je),180,250,j,s,252,252.1,,e,252,12,FALSE
Wembley Park,Wembley Park (jw),180,250,j,s,252,252.2,,w,252,12,FALSE
Wembley Park,Wembley Park (mn),180,250,m,s,252,252.3,,n,252,12,FALSE
Wembley Park,Wembley Park (ms),180,250,m,s,252,252.4,,s,252,12,FALSE
Wembley Park (je),Wembley Park,180,250,j,s,252.1,252,e,,252,12,FALSE
Wembley Park (jw),Wembley Park,180,250,j,s,252.2,252,w,,252,12,FALSE
Wembley Park (mn),Wembley Park,180,250,m,s,252.3,252,n,,252,12,FALSE
Wembley Park (ms),Wembley Park,180,250,m,s,252.4,252,s,,252,12,FALSE
West Acton,West Acton (ce),180,250,c,s,253,253.1,,e,253,6,TRUE
West Acton,West Acton (cw),180,250,c,s,253,253.2,,w,253,6,TRUE
West Acton (ce),West Acton,180,250,c,s,253.1,253,e,,253,6,TRUE
West Acton (cw),West Acton,180,250,c,s,253.2,253,w,,253,6,TRUE
West Brompton,West Brompton (de),180,250,d,s,254,254.1,,e,254,6,TRUE
West Brompton,West Brompton (dw),180,250,d,s,254,254.2,,w,254,6,TRUE
West Brompton (de),West Brompton,180,250,d,s,254.1,254,e,,254,6,TRUE
West Brompton (dw),West Brompton,180,250,d,s,254.2,254,w,,254,6,TRUE
West Finchley,West Finchley (nn),180,250,n,s,255,255.1,,n,255,6,TRUE
West Finchley,West Finchley (ns),180,250,n,s,255,255.2,,s,255,6,TRUE
West Finchley (nn),West Finchley,180,250,n,s,255.1,255,n,,255,6,TRUE
West Finchley (ns),West Finchley,180,250,n,s,255.2,255,s,,255,6,TRUE
West Ham,West Ham (dhe),180,250,"d,h",s,256,256.1,,e,256,12,FALSE
West Ham,West Ham (dhw),180,250,"d,h",s,256,256.2,,w,256,12,FALSE
West Ham,West Ham (je),180,250,j,s,256,256.3,,e,256,12,FALSE
West Ham,West Ham (jw),180,250,j,s,256,256.4,,w,256,12,FALSE
West Ham (dhe),West Ham,180,250,"d,h",s,256.1,256,e,,256,12,FALSE
West Ham (dhw),West Ham,180,250,"d,h",s,256.2,256,w,,256,12,FALSE
West Ham (je),West Ham,180,250,j,s,256.3,256,e,,256,12,FALSE
West Ham (jw),West Ham,180,250,j,s,256.4,256,w,,256,12,FALSE
West Hampstead,West Hampstead (je),180,250,j,s,257,257.1,,e,257,6,TRUE
West Hampstead,West Hampstead (jw),180,250,j,s,257,257.2,,w,257,6,TRUE
West Hampstead (je),West Hampstead,180,250,j,s,257.1,257,e,,257,6,TRUE
West Hampstead (jw),West Hampstead,180,250,j,s,257.2,257,w,,257,6,TRUE
West Harrow,West Harrow (mn),180,250,m,s,258,258.1,,n,258,6,TRUE
West Harrow,West Harrow (ms),180,250,m,s,258,258.2,,s,258,6,TRUE
West Harrow (mn),West Harrow,180,250,m,s,258.1,258,n,,258,6,TRUE
West Harrow (ms),West Harrow,180,250,m,s,258.2,258,s,,258,6,TRUE
West Kensington,West Kensington (de),180,250,d,s,259,259.1,,e,259,6,TRUE
West Kensington,West Kensington (dw),180,250,d,s,259,259.2,,w,259,6,TRUE
West Kensington (de),West Kensington,180,250,d,s,259.1,259,e,,259,6,TRUE
West Kensington (dw),West Kensington,180,250,d,s,259.2,259,w,,259,6,TRUE
West Ruislip,West Ruislip (ce),180,250,c,s,260,260.1,,e,260,4,FALSE
West Ruislip (cw),West Ruislip,180,250,c,s,260.2,260,w,,260,4,FALSE
Westbourne Park,Westbourne Park (rhe),180,250,"r,h",s,261,261.1,,e,261,6,TRUE
Westbourne Park,Westbourne Park (rhw),180,250,"r,h",s,261,261.2,,w,261,6,TRUE
Westbourne Park (rhe),Westbourne Park,180,250,"r,h",s,261.1,261,e,,261,6,TRUE
